date,price,source
2020-07-10,0.9754539728164673,Yahoo Finance
2020-07-11,0.9631789922714233,Yahoo Finance
2020-07-12,0.9378920197486877,Yahoo Finance
2020-07-13,0.9974709749221802,Yahoo Finance
2020-07-14,0.9713659882545471,Yahoo Finance
2020-07-15,0.9826359748840332,Yahoo Finance
2020-07-16,1.0127439498901367,Yahoo Finance
2020-07-17,0.9901880025863647,Yahoo Finance
2020-07-18,1.0467040538787842,Yahoo Finance
2020-07-19,1.0099769830703735,Yahoo Finance
2020-07-20,0.9748669862747192,Yahoo Finance
2020-07-21,1.0319880247116089,Yahoo Finance
2020-07-22,1.0221819877624512,Yahoo Finance
2020-07-23,1.0124739408493042,Yahoo Finance
2020-07-24,1.0027190446853638,Yahoo Finance
2020-07-25,1.0324050188064575,Yahoo Finance
2020-07-26,1.0989019870758057,Yahoo Finance
2020-07-27,1.1094169616699219,Yahoo Finance
2020-07-28,1.1860560178756714,Yahoo Finance
2020-07-29,1.0390939712524414,Yahoo Finance
2020-07-30,1.0352250337600708,Yahoo Finance
2020-07-31,1.0619709491729736,Yahoo Finance
2020-08-01,1.106152057647705,Yahoo Finance
2020-08-02,0.9818900227546692,Yahoo Finance
2020-08-03,1.0727269649505615,Yahoo Finance
2020-08-04,0.9857699871063232,Yahoo Finance
2020-08-05,1.0792419910430908,Yahoo Finance
2020-08-06,1.0247559547424316,Yahoo Finance
2020-08-07,1.003290057182312,Yahoo Finance
2020-08-08,0.9886549711227417,Yahoo Finance
2020-08-09,1.0286489725112915,Yahoo Finance
2020-08-10,1.0378999710083008,Yahoo Finance
2020-08-11,1.0243359804153442,Yahoo Finance
2020-08-12,1.0344589948654175,Yahoo Finance
2020-08-13,1.044293999671936,Yahoo Finance
2020-08-14,1.1218600273132324,Yahoo Finance
2020-08-15,1.0714939832687378,Yahoo Finance
2020-08-16,1.0439640283584595,Yahoo Finance
2020-08-17,1.0504850149154663,Yahoo Finance
2020-08-18,1.0596319437026978,Yahoo Finance
2020-08-19,1.0004199743270874,Yahoo Finance
2020-08-20,1.1804510354995728,Yahoo Finance
2020-08-21,0.9843270182609558,Yahoo Finance
2020-08-22,0.9990500211715698,Yahoo Finance
2020-08-23,0.9960119724273682,Yahoo Finance
2020-08-24,0.9940339922904968,Yahoo Finance
2020-08-25,0.9693580269813538,Yahoo Finance
2020-08-26,0.9525750279426575,Yahoo Finance
2020-08-27,1.0033940076828003,Yahoo Finance
2020-08-28,1.0762159824371338,Yahoo Finance
2020-08-29,0.9746710062026978,Yahoo Finance
2020-08-30,1.0177479982376099,Yahoo Finance
2020-08-31,0.9986760020256042,Yahoo Finance
2020-09-01,1.0528850555419922,Yahoo Finance
2020-09-02,0.9717130064964294,Yahoo Finance
2020-09-03,0.9435359835624695,Yahoo Finance
2020-09-04,0.9977650046348572,Yahoo Finance
2020-09-05,0.889743983745575,Yahoo Finance
2020-09-06,0.9468129873275757,Yahoo Finance
2020-09-07,1.01447594165802,Yahoo Finance
2020-09-08,0.8968740105628967,Yahoo Finance
2020-09-09,0.910152018070221,Yahoo Finance
2020-09-10,0.9854649901390076,Yahoo Finance
2020-09-11,0.9913020133972168,Yahoo Finance
2020-09-12,1.1151330471038818,Yahoo Finance
2020-09-13,0.9398180246353149,Yahoo Finance
2020-09-14,0.9241809844970703,Yahoo Finance
2020-09-15,0.9229530096054077,Yahoo Finance
2020-09-16,0.9958239793777466,Yahoo Finance
2020-09-17,0.8791639804840088,Yahoo Finance
2020-09-18,0.9847260117530823,Yahoo Finance
2020-09-19,0.9436540007591248,Yahoo Finance
2020-09-20,0.9590060114860535,Yahoo Finance
2020-09-21,0.9510319828987122,Yahoo Finance
2020-09-22,0.9350860118865967,Yahoo Finance
2020-09-23,0.9074310064315796,Yahoo Finance
2020-09-24,0.9565439820289612,Yahoo Finance
2020-09-25,0.9462940096855164,Yahoo Finance
2020-09-26,0.9440400004386902,Yahoo Finance
2020-09-27,0.9476569890975952,Yahoo Finance
2020-09-28,1.0156519412994385,Yahoo Finance
2020-09-29,0.9796810150146484,Yahoo Finance
2020-09-30,0.9703419804573059,Yahoo Finance
2020-10-01,0.8918939828872681,Yahoo Finance
2020-10-02,0.9227160215377808,Yahoo Finance
2020-10-03,0.89199298620224,Yahoo Finance
2020-10-04,0.908066987991333,Yahoo Finance
2020-10-05,0.9260730147361755,Yahoo Finance
2020-10-06,0.8935379981994629,Yahoo Finance
2020-10-07,0.8952360153198242,Yahoo Finance
2020-10-08,0.9270840287208557,Yahoo Finance
2020-10-09,0.9368069767951965,Yahoo Finance
2020-10-10,0.9386879801750183,Yahoo Finance
2020-10-11,0.9651020169258118,Yahoo Finance
2020-10-12,0.9519420266151428,Yahoo Finance
2020-10-13,0.9475409984588623,Yahoo Finance
2020-10-14,0.7153459787368774,Yahoo Finance
2020-10-15,0.9257779717445374,Yahoo Finance
2020-10-16,1.0041589736938477,Yahoo Finance
2020-10-17,0.9848610162734985,Yahoo Finance
2020-10-18,1.0077470541000366,Yahoo Finance
2020-10-19,1.0313060283660889,Yahoo Finance
2020-10-20,0.9810900092124939,Yahoo Finance
2020-10-21,1.0190989971160889,Yahoo Finance
2020-10-22,0.9829840064048767,Yahoo Finance
2020-10-23,0.9583839774131775,Yahoo Finance
2020-10-24,0.9696710109710693,Yahoo Finance
2020-10-25,0.9323779940605164,Yahoo Finance
2020-10-26,0.9971519708633423,Yahoo Finance
2020-10-27,1.0002449750900269,Yahoo Finance
2020-10-28,1.0196759700775146,Yahoo Finance
2020-10-29,0.9836639761924744,Yahoo Finance
2020-10-30,1.000939965248108,Yahoo Finance
2020-10-31,1.0127760171890259,Yahoo Finance
2020-11-01,0.9139450192451477,Yahoo Finance
2020-11-02,0.9578250050544739,Yahoo Finance
2020-11-03,0.9954620003700256,Yahoo Finance
2020-11-04,0.9938939809799194,Yahoo Finance
2020-11-05,1.000694990158081,Yahoo Finance
2020-11-06,0.9994329810142517,Yahoo Finance
2020-11-07,1.0122120380401611,Yahoo Finance
2020-11-08,0.9585909843444824,Yahoo Finance
2020-11-09,1.0182620286941528,Yahoo Finance
2020-11-10,0.9809929728507996,Yahoo Finance
2020-11-11,0.9873039722442627,Yahoo Finance
2020-11-12,0.8266280293464661,Yahoo Finance
2020-11-13,1.0009369850158691,Yahoo Finance
2020-11-14,1.063088059425354,Yahoo Finance
2020-11-15,1.014106035232544,Yahoo Finance
2020-11-16,1.0086699724197388,Yahoo Finance
2020-11-17,0.9596920013427734,Yahoo Finance
2020-11-18,0.9980990290641785,Yahoo Finance
2020-11-19,1.005445957183838,Yahoo Finance
2020-11-20,1.0157270431518555,Yahoo Finance
2020-11-21,1.008525013923645,Yahoo Finance
2020-11-22,0.9913070201873779,Yahoo Finance
2020-11-23,1.0095469951629639,Yahoo Finance
2020-11-24,0.996088981628418,Yahoo Finance
2020-11-25,1.0078799724578857,Yahoo Finance
2020-11-26,1.0062780380249023,Yahoo Finance
2020-11-27,0.9967479705810547,Yahoo Finance
2020-11-28,1.0315489768981934,Yahoo Finance
2020-11-29,0.9728990197181702,Yahoo Finance
2020-11-30,1.0196419954299927,Yahoo Finance
2020-12-01,0.975009024143219,Yahoo Finance
2020-12-02,1.0156580209732056,Yahoo Finance
2020-12-03,1.0491310358047485,Yahoo Finance
2020-12-04,0.938319981098175,Yahoo Finance
2020-12-05,0.9951859712600708,Yahoo Finance
2020-12-06,0.994521975517273,Yahoo Finance
2020-12-07,1.1633609533309937,Yahoo Finance
2020-12-08,0.9869459867477417,Yahoo Finance
2020-12-09,1.029006004333496,Yahoo Finance
2020-12-10,1.1599880456924438,Yahoo Finance
2020-12-11,0.759784996509552,Yahoo Finance
2020-12-12,0.9999200105667114,Yahoo Finance
2020-12-13,1.0011839866638184,Yahoo Finance
2020-12-14,1.0191819667816162,Yahoo Finance
2020-12-15,1.0137629508972168,Yahoo Finance
2020-12-16,1.138916015625,Yahoo Finance
2020-12-17,0.9981949925422668,Yahoo Finance
2020-12-18,1.003829002380371,Yahoo Finance
2020-12-19,1.0015710592269897,Yahoo Finance
2020-12-20,0.9803990125656128,Yahoo Finance
2020-12-21,1.004755973815918,Yahoo Finance
2020-12-22,1.006639003753662,Yahoo Finance
2020-12-23,0.9989799857139587,Yahoo Finance
2020-12-24,1.012349009513855,Yahoo Finance
2020-12-25,0.9969109892845154,Yahoo Finance
2020-12-26,1.0796719789505005,Yahoo Finance
2020-12-27,1.0650520324707031,Yahoo Finance
2020-12-28,1.0103060007095337,Yahoo Finance
2020-12-29,1.0184979438781738,Yahoo Finance
2020-12-30,0.995622992515564,Yahoo Finance
2020-12-31,1.007699966430664,Yahoo Finance
2021-01-01,0.8883839845657349,Yahoo Finance
2021-01-02,1.0321789979934692,Yahoo Finance
2021-01-03,1.0032039880752563,Yahoo Finance
2021-01-04,1.0139909982681274,Yahoo Finance
2021-01-05,1.0454649925231934,Yahoo Finance
2021-01-06,1.056115984916687,Yahoo Finance
2021-01-07,0.9975540041923523,Yahoo Finance
2021-01-08,1.017043948173523,Yahoo Finance
2021-01-09,1.0497150421142578,Yahoo Finance
2021-01-10,1.011430025100708,Yahoo Finance
2021-01-11,1.0617669820785522,Yahoo Finance
2021-01-12,1.008882999420166,Yahoo Finance
2021-01-13,1.0475579500198364,Yahoo Finance
2021-01-14,1.06325101852417,Yahoo Finance
2021-01-15,1.0083969831466675,Yahoo Finance
2021-01-16,1.0461640357971191,Yahoo Finance
2021-01-17,0.9866600036621094,Yahoo Finance
2021-01-18,1.0543659925460815,Yahoo Finance
2021-01-19,0.7764859795570374,Yahoo Finance
2021-01-20,0.9525030255317688,Yahoo Finance
2021-01-21,0.9878270030021667,Yahoo Finance
2021-01-22,1.0217969417572021,Yahoo Finance
2021-01-23,0.9908689856529236,Yahoo Finance
2021-01-24,0.9474290013313293,Yahoo Finance
2021-01-25,0.8712019920349121,Yahoo Finance
2021-01-26,1.0093849897384644,Yahoo Finance
2021-01-27,1.0765520334243774,Yahoo Finance
2021-01-28,1.0388469696044922,Yahoo Finance
2021-01-29,1.0446560382843018,Yahoo Finance
2021-01-30,0.9477999806404114,Yahoo Finance
2021-01-31,0.9936550259590149,Yahoo Finance
2021-02-01,0.9691709876060486,Yahoo Finance
2021-02-02,1.0501279830932617,Yahoo Finance
2021-02-03,1.100904941558838,Yahoo Finance
2021-02-04,1.0856239795684814,Yahoo Finance
2021-02-05,1.1009399890899658,Yahoo Finance
2021-02-06,1.0789920091629028,Yahoo Finance
2021-02-07,1.032452940940857,Yahoo Finance
2021-02-08,1.2212419509887695,Yahoo Finance
2021-02-09,1.2363890409469604,Yahoo Finance
2021-02-10,1.1193259954452515,Yahoo Finance
2021-02-11,1.1683709621429443,Yahoo Finance
2021-02-12,1.153041958808899,Yahoo Finance
2021-02-13,1.1758450269699097,Yahoo Finance
2021-02-14,1.097648024559021,Yahoo Finance
2021-02-15,1.1478029489517212,Yahoo Finance
2021-02-16,1.035436987876892,Yahoo Finance
2021-02-17,1.0035550594329834,Yahoo Finance
2021-02-18,0.9932090044021606,Yahoo Finance
2021-02-19,1.0110540390014648,Yahoo Finance
2021-02-20,1.0309580564498901,Yahoo Finance
2021-02-21,1.011301040649414,Yahoo Finance
2021-02-22,1.0303009748458862,Yahoo Finance
2021-02-23,1.0934720039367676,Yahoo Finance
2021-02-24,0.9883970022201538,Yahoo Finance
2021-02-25,0.9365190267562866,Yahoo Finance
2021-02-26,0.937425971031189,Yahoo Finance
2021-02-27,0.9249560236930847,Yahoo Finance
2021-02-28,0.8737919926643372,Yahoo Finance
2021-03-01,1.132112979888916,Yahoo Finance
2021-03-02,0.930312991142273,Yahoo Finance
2021-03-03,0.9352719783782959,Yahoo Finance
2021-03-04,1.0072940587997437,Yahoo Finance
2021-03-05,0.9890199899673462,Yahoo Finance
2021-03-06,1.0182780027389526,Yahoo Finance
2021-03-07,1.0167880058288574,Yahoo Finance
2021-03-08,0.9903450012207031,Yahoo Finance
2021-03-09,1.0024429559707642,Yahoo Finance
2021-03-10,0.9899150133132935,Yahoo Finance
2021-03-11,1.0,Yahoo Finance
2021-03-12,0.9851539731025696,Yahoo Finance
2021-03-13,0.9807630181312561,Yahoo Finance
2021-03-14,0.9510999917984009,Yahoo Finance
2021-03-15,1.0235029458999634,Yahoo Finance
2021-03-16,1.0346230268478394,Yahoo Finance
2021-03-17,1.0276230573654175,Yahoo Finance
2021-03-18,0.9981139898300171,Yahoo Finance
2021-03-19,1.0376030206680298,Yahoo Finance
2021-03-20,1.014193058013916,Yahoo Finance
2021-03-21,1.002953052520752,Yahoo Finance
2021-03-22,1.1559380292892456,Yahoo Finance
2021-03-23,0.9965810179710388,Yahoo Finance
2021-03-24,0.9619550108909607,Yahoo Finance
2021-03-25,0.9735699892044067,Yahoo Finance
2021-03-26,1.0272929668426514,Yahoo Finance
2021-03-27,0.9830530285835266,Yahoo Finance
2021-03-28,1.037099003791809,Yahoo Finance
2021-03-29,1.0245800018310547,Yahoo Finance
2021-03-30,0.9926819801330566,Yahoo Finance
2021-03-31,0.9973229765892029,Yahoo Finance
2021-04-01,1.0159809589385986,Yahoo Finance
2021-04-02,1.0389970541000366,Yahoo Finance
2021-04-03,0.9976149797439575,Yahoo Finance
2021-04-04,1.0370229482650757,Yahoo Finance
2021-04-05,1.061642050743103,Yahoo Finance
2021-04-06,1.098031997680664,Yahoo Finance
2021-04-07,0.980705976486206,Yahoo Finance
2021-04-08,1.0446159839630127,Yahoo Finance
2021-04-09,1.0246059894561768,Yahoo Finance
2021-04-10,1.0528520345687866,Yahoo Finance
2021-04-11,1.0086499452590942,Yahoo Finance
2021-04-12,0.9912229776382446,Yahoo Finance
2021-04-13,1.0384290218353271,Yahoo Finance
2021-04-14,0.9817789793014526,Yahoo Finance
2021-04-15,1.0377830266952515,Yahoo Finance
2021-04-16,1.0770219564437866,Yahoo Finance
2021-04-17,1.0822550058364868,Yahoo Finance
2021-04-18,1.0246659517288208,Yahoo Finance
2021-04-19,0.9739459753036499,Yahoo Finance
2021-04-20,1.0374799966812134,Yahoo Finance
2021-04-21,1.0552630424499512,Yahoo Finance
2021-04-22,1.2325350046157837,Yahoo Finance
2021-04-23,1.0446979999542236,Yahoo Finance
2021-04-24,0.9874669909477234,Yahoo Finance
2021-04-25,1.0376520156860352,Yahoo Finance
2021-04-26,1.0456880331039429,Yahoo Finance
2021-04-27,1.0365450382232666,Yahoo Finance
2021-04-28,1.0127589702606201,Yahoo Finance
2021-04-29,1.0843820571899414,Yahoo Finance
2021-04-30,1.0237369537353516,Yahoo Finance
2021-05-01,0.9881349802017212,Yahoo Finance
2021-05-02,1.1006540060043335,Yahoo Finance
2021-05-03,1.0025099515914917,Yahoo Finance
2021-05-04,1.0034760236740112,Yahoo Finance
2021-05-05,1.0476289987564087,Yahoo Finance
2021-05-06,1.014374017715454,Yahoo Finance
2021-05-07,1.0233949422836304,Yahoo Finance
2021-05-08,1.0366430282592773,Yahoo Finance
2021-05-09,1.03758704662323,Yahoo Finance
2021-05-10,1.5215070247650146,Yahoo Finance
2021-05-11,1.0592550039291382,Yahoo Finance
2021-05-12,1.024718999862671,Yahoo Finance
2021-05-13,1.0360920429229736,Yahoo Finance
2021-05-14,1.7305550575256348,Yahoo Finance
2021-05-15,1.0589770078659058,Yahoo Finance
2021-05-16,1.037011981010437,Yahoo Finance
2021-05-17,1.0155550241470337,Yahoo Finance
2021-05-18,1.2302219867706299,Yahoo Finance
2021-05-19,1.0112810134887695,Yahoo Finance
2021-05-20,0.9913020133972168,Yahoo Finance
2021-05-21,1.0514349937438965,Yahoo Finance
2021-05-22,1.1717339754104614,Yahoo Finance
2021-05-23,1.00444495677948,Yahoo Finance
2021-05-24,1.1018710136413574,Yahoo Finance
2021-05-25,1.025900959968567,Yahoo Finance
2021-05-26,1.0198190212249756,Yahoo Finance
2021-05-27,0.9908779859542847,Yahoo Finance
2021-05-28,1.0169329643249512,Yahoo Finance
2021-05-29,0.993815004825592,Yahoo Finance
2021-05-30,0.9985420107841492,Yahoo Finance
2021-05-31,1.0635119676589966,Yahoo Finance
2021-06-01,1.1068309545516968,Yahoo Finance
2021-06-02,1.0707390308380127,Yahoo Finance
2021-06-03,1.0805050134658813,Yahoo Finance
2021-06-04,1.000290036201477,Yahoo Finance
2021-06-05,1.068673014640808,Yahoo Finance
2021-06-06,1.28957200050354,Yahoo Finance
2021-06-07,1.3763099908828735,Yahoo Finance
2021-06-08,1.0003559589385986,Yahoo Finance
2021-06-09,1.0211800336837769,Yahoo Finance
2021-06-10,1.0185929536819458,Yahoo Finance
2021-06-11,1.0037930011749268,Yahoo Finance
2021-06-12,1.0020860433578491,Yahoo Finance
2021-06-13,1.0255340337753296,Yahoo Finance
2021-06-14,1.0204700231552124,Yahoo Finance
2021-06-15,0.967415988445282,Yahoo Finance
2021-06-16,1.0011850595474243,Yahoo Finance
2021-06-17,1.0158720016479492,Yahoo Finance
2021-06-18,1.0080889463424683,Yahoo Finance
2021-06-19,0.9896640181541443,Yahoo Finance
2021-06-20,1.0236790180206299,Yahoo Finance
2021-06-21,1.0013799667358398,Yahoo Finance
2021-06-22,0.9673810005187988,Yahoo Finance
2021-06-23,1.0047940015792847,Yahoo Finance
2021-06-24,0.9992520213127136,Yahoo Finance
2021-06-25,0.9948269724845886,Yahoo Finance
2021-06-26,1.0127609968185425,Yahoo Finance
2021-06-27,1.0529099702835083,Yahoo Finance
2021-06-28,1.000756025314331,Yahoo Finance
2021-06-29,1.0067739486694336,Yahoo Finance
2021-06-30,1.0352150201797485,Yahoo Finance
2021-07-01,1.0033940076828003,Yahoo Finance
2021-07-02,1.0092860460281372,Yahoo Finance
2021-07-03,0.998960018157959,Yahoo Finance
2021-07-04,0.9873539805412292,Yahoo Finance
2021-07-05,1.0124369859695435,Yahoo Finance
2021-07-06,1.000566005706787,Yahoo Finance
2021-07-07,0.9922639727592468,Yahoo Finance
2021-07-08,1.0006569623947144,Yahoo Finance
2021-07-09,1.004045009613037,Yahoo Finance
2021-07-10,0.9958400130271912,Yahoo Finance
2021-07-11,0.9763050079345703,Yahoo Finance
2021-07-12,1.0068780183792114,Yahoo Finance
2021-07-13,0.99760901927948,Yahoo Finance
2021-07-14,0.9863939881324768,Yahoo Finance
2021-07-15,1.0136959552764893,Yahoo Finance
2021-07-16,0.9809610247612,Yahoo Finance
2021-07-17,1.0595749616622925,Yahoo Finance
2021-07-18,1.511773943901062,Yahoo Finance
2021-07-19,0.9866200089454651,Yahoo Finance
2021-07-20,1.043071985244751,Yahoo Finance
2021-07-21,0.997967004776001,Yahoo Finance
2021-07-22,0.9767919778823853,Yahoo Finance
2021-07-23,1.0677820444107056,Yahoo Finance
2021-07-24,1.0086450576782227,Yahoo Finance
2021-07-25,1.025223970413208,Yahoo Finance
2021-07-26,1.0757379531860352,Yahoo Finance
2021-07-27,1.129492998123169,Yahoo Finance
2021-07-28,1.0622459650039673,Yahoo Finance
2021-07-29,1.3136190176010132,Yahoo Finance
2021-07-30,1.1750260591506958,Yahoo Finance
2021-07-31,1.1384530067443848,Yahoo Finance
2021-08-01,2.5015149116516113,Yahoo Finance
2021-08-02,1.1153769493103027,Yahoo Finance
2021-08-03,1.8570489883422852,Yahoo Finance
2021-08-04,2.027409076690674,Yahoo Finance
2021-08-05,1.0732810497283936,Yahoo Finance
2021-08-06,1.5087590217590332,Yahoo Finance
2021-10-16,0.9944549798965454,Yahoo Finance
2021-10-17,0.9544050097465515,Yahoo Finance
2021-10-18,1.158154010772705,Yahoo Finance
2021-10-19,1.059520959854126,Yahoo Finance
2021-10-20,1.3790080547332764,Yahoo Finance
2021-10-21,0.9609569907188416,Yahoo Finance
2021-10-22,0.9996349811553955,Yahoo Finance
2021-10-23,1.1995329856872559,Yahoo Finance
2021-10-24,1.0042580366134644,Yahoo Finance
2021-10-25,1.0178309679031372,Yahoo Finance
2021-10-26,0.9586210250854492,Yahoo Finance
2021-10-27,1.0026750564575195,Yahoo Finance
2021-10-28,1.1313539743423462,Yahoo Finance
2021-10-29,1.0277140140533447,Yahoo Finance
2021-10-30,1.009052038192749,Yahoo Finance
2021-10-31,1.0379379987716675,Yahoo Finance
2021-11-01,1.0308610200881958,Yahoo Finance
2021-11-02,0.9973989725112915,Yahoo Finance
2021-11-03,1.0333930253982544,Yahoo Finance
2021-11-04,1.015084981918335,Yahoo Finance
2021-11-05,1.0506060123443604,Yahoo Finance
2021-11-06,1.0145070552825928,Yahoo Finance
2021-11-07,1.0036139488220215,Yahoo Finance
2021-11-08,1.0009130239486694,Yahoo Finance
2021-11-09,0.9833589792251587,Yahoo Finance
2021-11-10,0.974573016166687,Yahoo Finance
2021-11-11,0.994566023349762,Yahoo Finance
2021-11-12,1.0042270421981812,Yahoo Finance
2021-11-13,1.026263952255249,Yahoo Finance
2021-11-14,1.035338044166565,Yahoo Finance
2021-11-15,0.9990190267562866,Yahoo Finance
2021-11-16,1.0132319927215576,Yahoo Finance
2021-11-17,1.0434190034866333,Yahoo Finance
2021-11-18,1.0243910551071167,Yahoo Finance
2021-11-19,1.008018970489502,Yahoo Finance
2021-11-20,1.0116239786148071,Yahoo Finance
2021-11-21,1.027748942375183,Yahoo Finance
2021-11-22,1.0675699710845947,Yahoo Finance
2021-11-23,1.0142539739608765,Yahoo Finance
2021-11-24,1.018097996711731,Yahoo Finance
2021-11-25,1.0264830589294434,Yahoo Finance
2021-11-26,0.9976770281791687,Yahoo Finance
2021-11-27,1.0071320533752441,Yahoo Finance
2021-11-28,1.0274989604949951,Yahoo Finance
2021-11-29,1.0188239812850952,Yahoo Finance
2021-11-30,1.0236669778823853,Yahoo Finance
2021-12-01,1.0357600450515747,Yahoo Finance
2021-12-02,1.0454950332641602,Yahoo Finance
2021-12-03,1.036877989768982,Yahoo Finance
2021-12-04,1.0169039964675903,Yahoo Finance
2021-12-05,1.0493199825286865,Yahoo Finance
2021-12-06,1.0505249500274658,Yahoo Finance
2021-12-07,1.0349520444869995,Yahoo Finance
2021-12-08,1.0344510078430176,Yahoo Finance
2021-12-09,1.0418059825897217,Yahoo Finance
2021-12-10,1.02161705493927,Yahoo Finance
2021-12-11,1.0391279458999634,Yahoo Finance
2021-12-12,1.0132360458374023,Yahoo Finance
2021-12-13,1.0075459480285645,Yahoo Finance
2021-12-14,1.0170120000839233,Yahoo Finance
2021-12-15,1.0368369817733765,Yahoo Finance
2021-12-16,1.0327889919281006,Yahoo Finance
2021-12-17,1.0415689945220947,Yahoo Finance
2021-12-18,1.0247989892959595,Yahoo Finance
2021-12-19,1.0320860147476196,Yahoo Finance
2021-12-20,1.014583945274353,Yahoo Finance
2021-12-21,1.0370830297470093,Yahoo Finance
2021-12-22,1.0003910064697266,Yahoo Finance
2021-12-23,1.011404037475586,Yahoo Finance
2021-12-24,1.0094189643859863,Yahoo Finance
2021-12-25,1.0081050395965576,Yahoo Finance
2021-12-26,1.0483659505844116,Yahoo Finance
2021-12-27,0.9963930249214172,Yahoo Finance
2021-12-28,1.0779190063476562,Yahoo Finance
2021-12-29,1.1404139995574951,Yahoo Finance
2021-12-30,1.0542809963226318,Yahoo Finance
2021-12-31,0.9897390007972717,Yahoo Finance
2022-01-01,0.9906200170516968,Yahoo Finance
2022-01-02,0.9882460236549377,Yahoo Finance
2022-01-03,1.0003340244293213,Yahoo Finance
2022-01-04,0.9894229769706726,Yahoo Finance
2022-01-05,0.9811019897460938,Yahoo Finance
2022-01-06,0.9965649843215942,Yahoo Finance
2022-01-07,0.9933680295944214,Yahoo Finance
2022-01-08,0.9855359792709351,Yahoo Finance
2022-01-09,0.9887530207633972,Yahoo Finance
2022-01-10,0.9928680062294006,Yahoo Finance
2022-01-11,0.9938579797744751,Yahoo Finance
2022-01-12,0.9990580081939697,Yahoo Finance
2022-01-13,0.9962980151176453,Yahoo Finance
2022-01-14,0.9907479882240295,Yahoo Finance
2022-01-15,1.0032919645309448,Yahoo Finance
2022-01-16,0.9933639764785767,Yahoo Finance
2022-01-17,0.9832630157470703,Yahoo Finance
2022-01-18,1.0116499662399292,Yahoo Finance
2022-01-19,1.0060629844665527,Yahoo Finance
2022-01-20,0.999118983745575,Yahoo Finance
2022-01-21,0.9921780228614807,Yahoo Finance
2022-01-22,0.995980978012085,Yahoo Finance
2022-01-23,1.0026270151138306,Yahoo Finance
2022-01-24,1.0048309564590454,Yahoo Finance
2022-01-25,1.0048140287399292,Yahoo Finance
2022-01-26,1.0103199481964111,Yahoo Finance
2022-01-27,1.0081100463867188,Yahoo Finance
2022-01-28,1.0179680585861206,Yahoo Finance
2022-01-29,0.9928460121154785,Yahoo Finance
2022-01-30,0.9979220032691956,Yahoo Finance
2022-01-31,1.0027519464492798,Yahoo Finance
2022-02-01,0.956741988658905,Yahoo Finance
2022-02-02,0.96213698387146,Yahoo Finance
2022-02-03,0.9923449754714966,Yahoo Finance
2022-02-04,1.001471996307373,Yahoo Finance
2022-02-05,1.018707036972046,Yahoo Finance
2022-02-06,1.0015170574188232,Yahoo Finance
2022-02-07,0.9963909983634949,Yahoo Finance
2022-02-08,0.9879800081253052,Yahoo Finance
2022-02-09,1.0050020217895508,Yahoo Finance
2022-02-10,0.9935700297355652,Yahoo Finance
2022-02-11,1.0024820566177368,Yahoo Finance
2022-02-12,1.0067600011825562,Yahoo Finance
2022-02-13,1.0026910305023193,Yahoo Finance
2022-02-14,0.9995350241661072,Yahoo Finance
2022-02-15,1.0059009790420532,Yahoo Finance
2022-02-16,1.0082459449768066,Yahoo Finance
2022-02-17,0.9950690269470215,Yahoo Finance
2022-02-18,1.0105030536651611,Yahoo Finance
2022-02-19,0.9708809852600098,Yahoo Finance
2022-02-20,0.9812089800834656,Yahoo Finance
